fechas,hora,latitud,longitud
2018-04-06,15:05:00,38.3346,-28.0855
2018-04-08,11:33:00,38.5505,-27.2515
2018-04-08,11:33:00,38.5505,-27.2515
2018-04-28,09:15:00,38.3645,-28.2783
2018-04-28,09:15:00,38.3645,-28.2783
2018-06-24,15:06:00,38.3323,-28.0694
2018-06-24,15:06:00,38.3323,-28.0694
2018-06-24,15:06:00,38.3323,-28.0694
2018-06-26,10:54:00,38.3062,-28.3318
2018-06-26,10:54:00,38.3062,-28.3318
2018-07-08,15:09:00,38.3119,-28.3278
2018-07-08,15:09:00,38.3119,-28.3278
2018-07-10,14:24:00,38.3134,-28.3247
2018-07-10,14:24:00,38.3134,-28.3247
2018-07-17,11:08:00,38.7404,-28.6423
2018-07-17,11:08:00,38.7404,-28.6423
2018-07-17,11:08:00,38.7404,-28.6423
2018-08-02,10:22:00,38.7085,-28.7969
2018-08-02,10:22:00,38.7085,-28.7969
2018-08-04,NA,37.19575,-24.99556
2018-08-11,NA,38.27866,-14.07976
2018-08-14,NA,38.23883,-27.25596
2018-08-15,NA,39.22045,-30.54082
2018-08-18,NA,37.39306,-25.24591
2018-08-20,19:05:00,38.21,-28.1206
2018-08-20,19:05:00,38.21,-28.1206
2018-08-22,13:15:00,37.6733,-25.3499
2018-08-22,13:15:00,37.6733,-25.3499
2018-08-27,NA,37.59821,-13.25779
2018-09-16,NA,34.47363,-20.25234
2018-09-16,NA,35.1551,-13.66591
2018-10-03,NA,32.82821,-16.49186
2019-07-29,NA,37.70909,-24.42001
2019-08-04,NA,34.56089,-20.3997
2019-08-12,NA,38.53399,-14.21962
2019-08-12,NA,38.53305,-14.5579
2019-08-12,NA,38.53861,-13.61105
2019-08-30,15:18:00,37.5817,-25.4867
2019-08-30,15:18:00,37.5817,-25.4867
2023-07-24,NA,38.365997,-28.164568
2023-07-24,NA,38.312219,-28.150846
2023-07-24,NA,38.296813,-28.117913
2023-07-24,NA,38.323872,-28.145357
2023-07-24,NA,38.306472,-28.126146
2023-08-07,NA,37.78454,-23.00706
2023-08-14,NA,32.78476,-16.49704
2023-08-19,NA,38.27689,-14.32546
2023-08-20,NA,37.92849,-20.80148
2023-08-20,NA,37.95382,-20.38469
2024-07-15,NA,36.50275,-13.11593
2024-07-28,NA,38.328775,-28.142301
2024-08-15,NA,38.357235,-28.12564
