fechas,hora,latitud,longitud
2018-08-30,13:25:00,37.6193,-25.4157
2018-08-30,16:31,37.61063333,-25.68796667
2018-08-30,14:05:00,37.6173,-25.4105
2018-08-30,10:09:00,37.664,-25.1715
2018-08-30,10:27:00,37.5844,-25.691
2018-08-30,10:23,37.57180833,-25.69490833
2018-08-30,10:27:00,37.5844,-25.691
2018-08-30,10:09:00,37.664,-25.1715
2018-08-30,16:50:00,37.937,-25.8743
2018-08-30,16:10:00,37.9952,-25.8917
2018-08-30,16:10:00,37.9952,-25.8917
2018-08-30,14:30:00,37.6117,-25.4343
2018-08-30,10:10:00,37.9408,-25.6823
2018-08-30,11:17,37.60449167,-25.70155
2018-08-30,10:53:00,38.6311,-28.4777
2018-08-30,11:17,37.60449167,-25.70155
2018-08-31,11:45,37.59553333,-25.7131
2018-08-31,12:07,37.602925,-25.705375
2018-08-31,11:55,37.60705,-25.70866667
2018-08-31,12:07,37.602925,-25.705375
2018-08-31,11:05:00,37.5996,-25.7003
2018-08-31,16:10,37.59075833,-25.70523333
2018-08-31,11:05:00,37.5996,-25.7003
2018-09-01,15:32:00,37.9463,-25.9263
2018-09-01,10:35:00,37.9807,-25.843
2018-09-01,11:21,37.55301667,-25.31100833
2018-09-01,15:32:00,38.6682,-28.5409
2018-09-01,10:44:00,38.6502,-28.5562
2018-09-01,17:34:00,38.64,-28.5199
2018-09-01,11:31:23,38.364038,-28.403155
2018-09-01,11:07:00,38.6517,-28.5515
2018-09-01,15:06:00,37.5645,-25.7167
2018-09-01,15:32:00,37.9463,-25.9263
2018-09-01,11:21,37.55301667,-25.31100833
2018-09-01,10:35:00,37.9807,-25.843
2018-09-01,09:56:00,38.641,-28.5333
2018-09-01,15:06:00,37.5645,-25.7167
2018-09-01,10:55:00,37.9748,-25.8405
2018-09-02,15:59:00,37.6011,-25.7124
2018-09-02,15:19,37.613175,-25.67881667
2018-09-02,11:49:00,37.6097,-25.6509
2018-09-02,14:15:00,37.5968,-25.6096
2018-09-02,15:58:31,32.6,-16.9
2018-09-02,15:37,38.37,-28.19
2018-09-02,10:04,37.6194,-25.60573333
2018-09-02,09:37:00,37.6353,-25.6231
2018-09-02,15:24:00,37.6152,-25.6807
2018-09-03,12:18:45,32.6,-16.9
2018-09-03,16:31:00,38.3969,-28.4522
2018-09-03,16:49:00,38.386,-28.4611
2018-09-03,16:26:00,38.4022,-28.4473
2018-09-03,09:38:00,37.6252,-25.5095
2018-09-03,16:31:00,38.3969,-28.4522
2018-09-03,10:26,37.60693333,-25.46608333
2018-09-04,11:35:01,32.6,-16.9
2018-09-04,10:20:55,38.378277,-28.352787
2018-09-05,11:30:00,37.6589,-25.4963
2018-09-05,10:58:00,37.6204,-25.4065
2018-09-05,10:27,37.65000833,-25.46779167
2018-09-05,11:23:17,38.67788,-28.445555
2018-09-05,16:08:00,38.3674,-28.3003
2018-09-06,10:22:00,38.3608,-28.3015
2018-09-06,10:02:00,38.0187,-25.7247
2018-09-06,14:32,37.65901667,-25.7299
2018-09-06,13:52:00,37.6448,-25.7134
2018-09-06,10:26:00,37.576,-25.7548
2018-09-06,10:07:00,37.5812,-25.7496
2018-09-06,10:24,37.60182222,-25.77124444
2018-09-06,11:06,37.56613333,-25.74715
2018-09-06,11:09:00,37.5691,-25.7493
2018-09-06,10:41:00,38.3365,-28.3022
2018-09-07,10:43:00,38.6787,-28.479
2018-09-07,11:13:00,37.6232,-25.5808
2018-09-07,10:27:00,38.6721,-28.4811
2018-09-07,10:35:00,37.6248,-25.5633
2018-09-07,10:02:00,38.661,-28.481
2018-09-07,10:33,37.624275,-25.561575
2018-09-07,10:49:00,38.6736,-28.4925
2018-09-07,10:02:00,38.661,-28.481
2018-09-07,10:34:00,38.6742,-28.4739
2018-09-07,11:13:00,37.6232,-25.5808
2018-09-07,17:16,38.37,-28.19
2018-09-07,10:02:00,38.661,-28.481
2018-09-07,10:20:00,38.6686,-28.4839
2018-09-07,10:31:00,37.6221,-25.5631
2018-09-07,10:11:00,38.6638,-28.4874
2018-09-08,11:31:00,38.7057,-28.618
2018-09-08,11:24:00,38.7146,-28.63
2018-09-08,10:29:00,38.6855,-28.6072
2018-09-08,17:11:41,38.34579,-28.426705
2018-09-08,15:10:00,37.624,-25.8321
2018-09-08,10:20:00,38.6818,-28.5994
2018-09-08,15:10:00,37.624,-25.8321
2018-09-08,10:01:00,38.6688,-28.5818
2018-09-08,10:01:00,38.6688,-28.5818
2018-09-09,10:05:00,38.6734,-28.7112
2018-09-09,17:06:31,38.747932,-28.928092
2018-09-09,10:44:00,38.6808,-28.7394
2018-09-10,10:22,37.66925833,-25.69184167
2018-09-10,14:40,37.66213333,-25.84456667
2018-09-10,16:21:32,38.711385,-28.76837
2018-09-10,14:40,37.66213333,-25.84456667
2018-09-10,11:19:50,32.6,-16.9
2018-09-10,16:46:39,38.693305,-28.78272
2018-09-10,11:48,38.37,-28.19
2018-09-11,10:05:00,37.6293,-25.6644
2018-09-11,11:30:00,38.3863,-28.5351
2018-09-11,09:28:00,37.6418,-25.4221
2018-09-11,11:30:00,38.3863,-28.5351
2018-09-11,10:30:00,38.3784,-28.4875
2018-09-11,11:40:00,38.3776,-28.5345
2018-09-11,15:41:00,38.6331,-28.4234
2018-09-11,15:41:00,38.6331,-28.4234
2018-09-11,15:50:00,38.6348,-28.426
2018-09-11,16:41:00,38.6343,-28.4436
2018-09-11,11:00:00,37.6252,-25.6255
2018-09-12,15:54,37.632025,-25.21816667
2018-09-12,15:40,37.63155833,-25.220025
2018-09-12,15:47:00,37.6542,-25.5887
2018-09-12,16:06:00,38.3983,-28.5461
2018-09-12,15:40,37.63155833,-25.220025
2018-09-12,11:44:00,38.71,-28.7599
2018-09-12,16:34:00,38.4309,-28.555
2018-09-12,14:04:00,37.579,-25.2388
2018-09-12,16:34:00,38.4309,-28.555
2018-09-12,11:34:00,38.7098,-28.752
2018-09-12,11:44:00,38.7107,-28.7626
2018-09-12,10:40:00,38.7293,-28.8251
2018-09-12,14:04:00,37.579,-25.2388
2018-09-12,10:21:00,38.7066,-28.7943
2018-09-12,14:04:00,37.579,-25.2388
2018-09-12,10:40:00,38.7293,-28.8251
2018-09-13,NA,38.91678,-27.76513
2018-09-13,16:16:00,38.4069,-28.5633
2018-09-13,17:52:03,38.385242,-28.560323
2018-09-13,09:47:00,38.4537,-28.634
2018-09-13,15:36:00,38.4385,-28.5775
2018-09-13,15:26:00,38.4281,-28.5884
