fechas,hora,latitud,longitud
2019-03-10,09:12:00,37.6777,-25.4158
2019-03-11,16:15:00,37.732,-25.8043
2019-03-11,15:35:00,37.7231,-25.7831
2019-03-11,15:35:00,37.7231,-25.7831
2019-03-11,15:35:00,37.7231,-25.7831
2019-03-11,16:15:00,37.732,-25.8043
2019-03-11,16:15:00,37.732,-25.8043
2019-03-11,16:15:00,37.732,-25.8043
2019-03-11,15:35:00,37.7231,-25.7831
2019-03-12,09:06:00,37.6659,-25.6222
2019-03-12,09:06:00,37.6659,-25.6222
2019-03-12,09:06:00,37.6659,-25.6222
2019-03-16,10:16:00,37.6738,-25.4105
2019-03-16,10:16:00,37.6738,-25.4105
2019-03-16,10:16:00,37.6738,-25.4105
2019-03-16,09:34:00,37.6622,-25.4445
2019-03-16,09:34:00,37.6622,-25.4445
2019-03-16,09:34:00,37.6622,-25.4445
2019-04-17,NA,38.373951,-28.287484
2019-08-04,NA,35.05214,-21.26096
2019-08-12,NA,38.53102,-16.87691
2019-08-18,NA,35.64181,-22.34514
2019-09-01,11:14:00,37.5852,-25.5195
2019-09-01,11:14:00,37.5852,-25.5195
2019-09-01,11:14:00,37.5852,-25.5195
2022-05-27,11:11:22,38.70209,-28.413391
2022-05-27,13:21:17,38.606844,-28.44635
2023-04-12,NA,38.358877,-28.277692
2023-04-12,17:28:24,38.3359,-28.440857
2023-04-12,NA,38.342363,-28.258469
2023-04-12,NA,38.330873,-28.287303
2023-04-12,NA,38.346671,-28.291422
2023-04-12,NA,38.334105,-28.272199
2023-04-12,17:28:33,38.3359,-28.440857
2023-04-12,NA,38.322973,-28.281811
2023-04-12,17:23:36,38.3359,-28.440857
2023-04-12,NA,38.326564,-28.281811
2023-04-12,17:28:16,38.3359,-28.440857
2023-04-12,NA,38.322973,-28.291422
2023-05-16,10:57:27,38.327867,-28.345812
2023-05-16,10:52:09,38.327867,-28.345812
2023-05-25,09:56:30,38.742388,-28.526467
2023-05-25,09:56:30,38.742388,-28.526467
2023-10-03,12:16:46,27.684689,-18.07839
2023-10-03,12:18:00,27.684478,-18.078419
2024-01-05,17:54:11,14.8789,-23.578
2024-01-05,17:54:11,14.8789,-23.578
2024-01-05,17:55:07,14.8789,-23.578
2024-04-25,10:21:22,38.208533,-27.989733
2024-05-21,10:04:22,32.601747,-17.056274
2024-05-21,09:57:37,32.601747,-17.056274
2024-05-21,10:01:31,32.601747,-17.056274
2024-05-21,10:03:39,32.601747,-17.056274
2024-05-21,10:01:25,32.601747,-17.056274
2024-06-04,09:50:40,38.2958,-28.087017
2024-06-04,NA,38.266651,-28.111267
